# Assembly name:  UTA_CroVir_3.0
# Organism name:  Crotalus viridis viridis (prairie rattlesnake)
# Sex:  male
# Taxid:          8742
# BioSample:      SAMN07738522
# BioProject:     PRJNA413201
# Submitter:      University of Texas at Arlington
# Date:           2019-01-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PDHV02
# Assembly method: Dovetail Genomics HiRise v. 2.1.3-59a1db48d61f
# Expected final version: yes
# Genome coverage: 1000.0x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_003400415.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003400425.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold-un2919	unplaced-scaffold	na	na	PDHV02002928.1	<>	na	Primary Assembly	1469	na
scaffold-un292	unplaced-scaffold	na	na	PDHV02000301.1	<>	na	Primary Assembly	17637	na
scaffold-un2920	unplaced-scaffold	na	na	PDHV02002929.1	<>	na	Primary Assembly	1469	na
scaffold-un2921	unplaced-scaffold	na	na	PDHV02002930.1	<>	na	Primary Assembly	1468	na
scaffold-un2922	unplaced-scaffold	na	na	PDHV02002931.1	<>	na	Primary Assembly	1468	na
scaffold-un2923	unplaced-scaffold	na	na	PDHV02002932.1	<>	na	Primary Assembly	1468	na
scaffold-un2924	unplaced-scaffold	na	na	PDHV02002933.1	<>	na	Primary Assembly	1468	na
scaffold-un2925	unplaced-scaffold	na	na	PDHV02002934.1	<>	na	Primary Assembly	1467	na
scaffold-un2926	unplaced-scaffold	na	na	PDHV02002935.1	<>	na	Primary Assembly	1467	na
scaffold-un2927	unplaced-scaffold	na	na	PDHV02002936.1	<>	na	Primary Assembly	1466	na
scaffold-un2928	unplaced-scaffold	na	na	PDHV02002937.1	<>	na	Primary Assembly	1466	na
scaffold-un2929	unplaced-scaffold	na	na	PDHV02002938.1	<>	na	Primary Assembly	1466	na
scaffold-un293	unplaced-scaffold	na	na	PDHV02000302.1	<>	na	Primary Assembly	17637	na
scaffold-un2930	unplaced-scaffold	na	na	PDHV02002939.1	<>	na	Primary Assembly	1466	na
scaffold-un2931	unplaced-scaffold	na	na	PDHV02002940.1	<>	na	Primary Assembly	1466	na
scaffold-un2932	unplaced-scaffold	na	na	PDHV02002941.1	<>	na	Primary Assembly	1466	na
scaffold-un2933	unplaced-scaffold	na	na	PDHV02002942.1	<>	na	Primary Assembly	1466	na
scaffold-un2934	unplaced-scaffold	na	na	PDHV02002943.1	<>	na	Primary Assembly	1465	na
scaffold-un2935	unplaced-scaffold	na	na	PDHV02002944.1	<>	na	Primary Assembly	1465	na
scaffold-un2936	unplaced-scaffold	na	na	PDHV02002945.1	<>	na	Primary Assembly	1465	na
scaffold-un2937	unplaced-scaffold	na	na	PDHV02002946.1	<>	na	Primary Assembly	1464	na
scaffold-un2938	unplaced-scaffold	na	na	PDHV02002947.1	<>	na	Primary Assembly	1464	na
scaffold-un2939	unplaced-scaffold	na	na	PDHV02002948.1	<>	na	Primary Assembly	1464	na
scaffold-un294	unplaced-scaffold	na	na	PDHV02000303.1	<>	na	Primary Assembly	17623	na
scaffold-un2940	unplaced-scaffold	na	na	PDHV02002949.1	<>	na	Primary Assembly	1464	na
scaffold-un2941	unplaced-scaffold	na	na	PDHV02002950.1	<>	na	Primary Assembly	1464	na
scaffold-un2942	unplaced-scaffold	na	na	PDHV02002951.1	<>	na	Primary Assembly	1464	na
scaffold-un2943	unplaced-scaffold	na	na	PDHV02002952.1	<>	na	Primary Assembly	1464	na
scaffold-un2944	unplaced-scaffold	na	na	PDHV02002953.1	<>	na	Primary Assembly	1463	na
scaffold-un2945	unplaced-scaffold	na	na	PDHV02002954.1	<>	na	Primary Assembly	1463	na
scaffold-un2946	unplaced-scaffold	na	na	PDHV02002955.1	<>	na	Primary Assembly	1463	na
scaffold-un2947	unplaced-scaffold	na	na	PDHV02002956.1	<>	na	Primary Assembly	1462	na
scaffold-un2948	unplaced-scaffold	na	na	PDHV02002957.1	<>	na	Primary Assembly	1462	na
scaffold-un2949	unplaced-scaffold	na	na	PDHV02002958.1	<>	na	Primary Assembly	1461	na
scaffold-un295	unplaced-scaffold	na	na	PDHV02000304.1	<>	na	Primary Assembly	17327	na
scaffold-un2950	unplaced-scaffold	na	na	PDHV02002959.1	<>	na	Primary Assembly	1461	na
scaffold-un2951	unplaced-scaffold	na	na	PDHV02002960.1	<>	na	Primary Assembly	1460	na
scaffold-un2952	unplaced-scaffold	na	na	PDHV02002961.1	<>	na	Primary Assembly	1459	na
scaffold-un2953	unplaced-scaffold	na	na	PDHV02002962.1	<>	na	Primary Assembly	1459	na
scaffold-un2954	unplaced-scaffold	na	na	PDHV02002963.1	<>	na	Primary Assembly	1459	na
scaffold-un2955	unplaced-scaffold	na	na	PDHV02002964.1	<>	na	Primary Assembly	1459	na
scaffold-un2956	unplaced-scaffold	na	na	PDHV02002965.1	<>	na	Primary Assembly	1459	na
scaffold-un2957	unplaced-scaffold	na	na	PDHV02002966.1	<>	na	Primary Assembly	1458	na
scaffold-un2958	unplaced-scaffold	na	na	PDHV02002967.1	<>	na	Primary Assembly	1458	na
scaffold-un2959	unplaced-scaffold	na	na	PDHV02002968.1	<>	na	Primary Assembly	1457	na
scaffold-un296	unplaced-scaffold	na	na	PDHV02000305.1	<>	na	Primary Assembly	17288	na
scaffold-un2960	unplaced-scaffold	na	na	PDHV02002969.1	<>	na	Primary Assembly	1457	na
scaffold-un2961	unplaced-scaffold	na	na	PDHV02002970.1	<>	na	Primary Assembly	1457	na
scaffold-un2962	unplaced-scaffold	na	na	PDHV02002971.1	<>	na	Primary Assembly	1457	na
scaffold-un2963	unplaced-scaffold	na	na	PDHV02002972.1	<>	na	Primary Assembly	1456	na
scaffold-un2964	unplaced-scaffold	na	na	PDHV02002973.1	<>	na	Primary Assembly	1456	na
scaffold-un2965	unplaced-scaffold	na	na	PDHV02002974.1	<>	na	Primary Assembly	1456	na
scaffold-un2966	unplaced-scaffold	na	na	PDHV02002975.1	<>	na	Primary Assembly	1455	na
scaffold-un2967	unplaced-scaffold	na	na	PDHV02002976.1	<>	na	Primary Assembly	1455	na
scaffold-un2968	unplaced-scaffold	na	na	PDHV02002977.1	<>	na	Primary Assembly	1455	na
scaffold-un2969	unplaced-scaffold	na	na	PDHV02002978.1	<>	na	Primary Assembly	1455	na
scaffold-un297	unplaced-scaffold	na	na	PDHV02000306.1	<>	na	Primary Assembly	17200	na
scaffold-un2970	unplaced-scaffold	na	na	PDHV02002979.1	<>	na	Primary Assembly	1455	na
scaffold-un2971	unplaced-scaffold	na	na	PDHV02002980.1	<>	na	Primary Assembly	1455	na
scaffold-un2972	unplaced-scaffold	na	na	PDHV02002981.1	<>	na	Primary Assembly	1454	na
scaffold-un2973	unplaced-scaffold	na	na	PDHV02002982.1	<>	na	Primary Assembly	1454	na
scaffold-un2974	unplaced-scaffold	na	na	PDHV02002983.1	<>	na	Primary Assembly	1454	na
scaffold-un2975	unplaced-scaffold	na	na	PDHV02002984.1	<>	na	Primary Assembly	1453	na
scaffold-un2976	unplaced-scaffold	na	na	PDHV02002985.1	<>	na	Primary Assembly	1453	na
scaffold-un2977	unplaced-scaffold	na	na	PDHV02002986.1	<>	na	Primary Assembly	1453	na
scaffold-un2978	unplaced-scaffold	na	na	PDHV02002987.1	<>	na	Primary Assembly	1453	na
scaffold-un2979	unplaced-scaffold	na	na	PDHV02002988.1	<>	na	Primary Assembly	1453	na
scaffold-un298	unplaced-scaffold	na	na	PDHV02000307.1	<>	na	Primary Assembly	17183	na
scaffold-un2980	unplaced-scaffold	na	na	PDHV02002989.1	<>	na	Primary Assembly	1453	na
scaffold-un2981	unplaced-scaffold	na	na	PDHV02002990.1	<>	na	Primary Assembly	1452	na
scaffold-un2982	unplaced-scaffold	na	na	PDHV02002991.1	<>	na	Primary Assembly	1452	na
scaffold-un2983	unplaced-scaffold	na	na	PDHV02002992.1	<>	na	Primary Assembly	1452	na
scaffold-un2984	unplaced-scaffold	na	na	PDHV02002993.1	<>	na	Primary Assembly	1452	na
scaffold-un2985	unplaced-scaffold	na	na	PDHV02002994.1	<>	na	Primary Assembly	1452	na
scaffold-un2986	unplaced-scaffold	na	na	PDHV02002995.1	<>	na	Primary Assembly	1451	na
scaffold-un2987	unplaced-scaffold	na	na	PDHV02002996.1	<>	na	Primary Assembly	1451	na
scaffold-un2988	unplaced-scaffold	na	na	PDHV02002997.1	<>	na	Primary Assembly	1451	na
scaffold-un2989	unplaced-scaffold	na	na	PDHV02002998.1	<>	na	Primary Assembly	1451	na
scaffold-un299	unplaced-scaffold	na	na	PDHV02000308.1	<>	na	Primary Assembly	17065	na
scaffold-un2990	unplaced-scaffold	na	na	PDHV02002999.1	<>	na	Primary Assembly	1451	na
scaffold-un2991	unplaced-scaffold	na	na	PDHV02003000.1	<>	na	Primary Assembly	1450	na
scaffold-un2992	unplaced-scaffold	na	na	PDHV02003001.1	<>	na	Primary Assembly	1450	na
scaffold-un2993	unplaced-scaffold	na	na	PDHV02003002.1	<>	na	Primary Assembly	1450	na
scaffold-un2994	unplaced-scaffold	na	na	PDHV02003003.1	<>	na	Primary Assembly	1450	na
scaffold-un2995	unplaced-scaffold	na	na	PDHV02003004.1	<>	na	Primary Assembly	1450	na
scaffold-un2996	unplaced-scaffold	na	na	PDHV02003005.1	<>	na	Primary Assembly	1450	na
scaffold-un2997	unplaced-scaffold	na	na	PDHV02003006.1	<>	na	Primary Assembly	1449	na
scaffold-un2998	unplaced-scaffold	na	na	PDHV02003007.1	<>	na	Primary Assembly	1449	na
scaffold-un2999	unplaced-scaffold	na	na	PDHV02003008.1	<>	na	Primary Assembly	1449	na
scaffold-un30	unplaced-scaffold	na	na	PDHV02000039.1	<>	na	Primary Assembly	212511	na
scaffold-un300	unplaced-scaffold	na	na	PDHV02000309.1	<>	na	Primary Assembly	17028	na
scaffold-un3000	unplaced-scaffold	na	na	PDHV02003009.1	<>	na	Primary Assembly	1449	na
scaffold-un3001	unplaced-scaffold	na	na	PDHV02003010.1	<>	na	Primary Assembly	1449	na
scaffold-un3002	unplaced-scaffold	na	na	PDHV02003011.1	<>	na	Primary Assembly	1448	na
scaffold-un3003	unplaced-scaffold	na	na	PDHV02003012.1	<>	na	Primary Assembly	1448	na
scaffold-un3004	unplaced-scaffold	na	na	PDHV02003013.1	<>	na	Primary Assembly	1448	na
scaffold-un3005	unplaced-scaffold	na	na	PDHV02003014.1	<>	na	Primary Assembly	1448	na
scaffold-un3006	unplaced-scaffold	na	na	PDHV02003015.1	<>	na	Primary Assembly	1448	na
scaffold-un3007	unplaced-scaffold	na	na	PDHV02003016.1	<>	na	Primary Assembly	1447	na
scaffold-un3008	unplaced-scaffold	na	na	PDHV02003017.1	<>	na	Primary Assembly	1447	na
scaffold-un3009	unplaced-scaffold	na	na	PDHV02003018.1	<>	na	Primary Assembly	1446	na
scaffold-un301	unplaced-scaffold	na	na	PDHV02000310.1	<>	na	Primary Assembly	16687	na
scaffold-un3010	unplaced-scaffold	na	na	PDHV02003019.1	<>	na	Primary Assembly	1446	na
scaffold-un3011	unplaced-scaffold	na	na	PDHV02003020.1	<>	na	Primary Assembly	1446	na
scaffold-un3012	unplaced-scaffold	na	na	PDHV02003021.1	<>	na	Primary Assembly	1445	na
scaffold-un3013	unplaced-scaffold	na	na	PDHV02003022.1	<>	na	Primary Assembly	1445	na
scaffold-un3014	unplaced-scaffold	na	na	PDHV02003023.1	<>	na	Primary Assembly	1445	na
scaffold-un3015	unplaced-scaffold	na	na	PDHV02003024.1	<>	na	Primary Assembly	1445	na
scaffold-un3016	unplaced-scaffold	na	na	PDHV02003025.1	<>	na	Primary Assembly	1445	na
scaffold-un3017	unplaced-scaffold	na	na	PDHV02003026.1	<>	na	Primary Assembly	1445	na
scaffold-un3018	unplaced-scaffold	na	na	PDHV02003027.1	<>	na	Primary Assembly	1444	na
scaffold-un3019	unplaced-scaffold	na	na	PDHV02003028.1	<>	na	Primary Assembly	1444	na
scaffold-un302	unplaced-scaffold	na	na	PDHV02000311.1	<>	na	Primary Assembly	16640	na
scaffold-un3020	unplaced-scaffold	na	na	PDHV02003029.1	<>	na	Primary Assembly	1444	na
scaffold-un3021	unplaced-scaffold	na	na	PDHV02003030.1	<>	na	Primary Assembly	1443	na
scaffold-un3022	unplaced-scaffold	na	na	PDHV02003031.1	<>	na	Primary Assembly	1443	na
scaffold-un3023	unplaced-scaffold	na	na	PDHV02003032.1	<>	na	Primary Assembly	1443	na
scaffold-un3024	unplaced-scaffold	na	na	PDHV02003033.1	<>	na	Primary Assembly	1443	na
scaffold-un3025	unplaced-scaffold	na	na	PDHV02003034.1	<>	na	Primary Assembly	1442	na
scaffold-un3026	unplaced-scaffold	na	na	PDHV02003035.1	<>	na	Primary Assembly	1442	na
scaffold-un3027	unplaced-scaffold	na	na	PDHV02003036.1	<>	na	Primary Assembly	1442	na
scaffold-un3028	unplaced-scaffold	na	na	PDHV02003037.1	<>	na	Primary Assembly	1442	na
scaffold-un3029	unplaced-scaffold	na	na	PDHV02003038.1	<>	na	Primary Assembly	1442	na
scaffold-un303	unplaced-scaffold	na	na	PDHV02000312.1	<>	na	Primary Assembly	16636	na
scaffold-un3030	unplaced-scaffold	na	na	PDHV02003039.1	<>	na	Primary Assembly	1442	na
scaffold-un3031	unplaced-scaffold	na	na	PDHV02003040.1	<>	na	Primary Assembly	1441	na
scaffold-un3032	unplaced-scaffold	na	na	PDHV02003041.1	<>	na	Primary Assembly	1441	na
scaffold-un3033	unplaced-scaffold	na	na	PDHV02003042.1	<>	na	Primary Assembly	1441	na
scaffold-un3034	unplaced-scaffold	na	na	PDHV02003043.1	<>	na	Primary Assembly	1440	na
scaffold-un3035	unplaced-scaffold	na	na	PDHV02003044.1	<>	na	Primary Assembly	1440	na
scaffold-un3036	unplaced-scaffold	na	na	PDHV02003045.1	<>	na	Primary Assembly	1440	na
scaffold-un3037	unplaced-scaffold	na	na	PDHV02003046.1	<>	na	Primary Assembly	1440	na
scaffold-un3038	unplaced-scaffold	na	na	PDHV02003047.1	<>	na	Primary Assembly	1439	na
scaffold-un3039	unplaced-scaffold	na	na	PDHV02003048.1	<>	na	Primary Assembly	1439	na
scaffold-un304	unplaced-scaffold	na	na	PDHV02000313.1	<>	na	Primary Assembly	16617	na
scaffold-un3040	unplaced-scaffold	na	na	PDHV02003049.1	<>	na	Primary Assembly	1438	na
scaffold-un3041	unplaced-scaffold	na	na	PDHV02003050.1	<>	na	Primary Assembly	1438	na
scaffold-un3042	unplaced-scaffold	na	na	PDHV02003051.1	<>	na	Primary Assembly	1438	na
scaffold-un3043	unplaced-scaffold	na	na	PDHV02003052.1	<>	na	Primary Assembly	1438	na
scaffold-un3044	unplaced-scaffold	na	na	PDHV02003053.1	<>	na	Primary Assembly	1438	na
scaffold-un3045	unplaced-scaffold	na	na	PDHV02003054.1	<>	na	Primary Assembly	1438	na
scaffold-un3046	unplaced-scaffold	na	na	PDHV02003055.1	<>	na	Primary Assembly	1438	na
scaffold-un3047	unplaced-scaffold	na	na	PDHV02003056.1	<>	na	Primary Assembly	1438	na
scaffold-un3048	unplaced-scaffold	na	na	PDHV02003057.1	<>	na	Primary Assembly	1437	na
scaffold-un3049	unplaced-scaffold	na	na	PDHV02003058.1	<>	na	Primary Assembly	1437	na
scaffold-un305	unplaced-scaffold	na	na	PDHV02000314.1	<>	na	Primary Assembly	16420	na
scaffold-un3050	unplaced-scaffold	na	na	PDHV02003059.1	<>	na	Primary Assembly	1437	na
scaffold-un3051	unplaced-scaffold	na	na	PDHV02003060.1	<>	na	Primary Assembly	1437	na
scaffold-un3052	unplaced-scaffold	na	na	PDHV02003061.1	<>	na	Primary Assembly	1437	na
scaffold-un3053	unplaced-scaffold	na	na	PDHV02003062.1	<>	na	Primary Assembly	1437	na
scaffold-un3054	unplaced-scaffold	na	na	PDHV02003063.1	<>	na	Primary Assembly	1436	na
scaffold-un3055	unplaced-scaffold	na	na	PDHV02003064.1	<>	na	Primary Assembly	1436	na
scaffold-un3056	unplaced-scaffold	na	na	PDHV02003065.1	<>	na	Primary Assembly	1436	na
scaffold-un3057	unplaced-scaffold	na	na	PDHV02003066.1	<>	na	Primary Assembly	1436	na
scaffold-un3058	unplaced-scaffold	na	na	PDHV02003067.1	<>	na	Primary Assembly	1435	na
scaffold-un3059	unplaced-scaffold	na	na	PDHV02003068.1	<>	na	Primary Assembly	1435	na
scaffold-un306	unplaced-scaffold	na	na	PDHV02000315.1	<>	na	Primary Assembly	16364	na
scaffold-un3060	unplaced-scaffold	na	na	PDHV02003069.1	<>	na	Primary Assembly	1435	na
scaffold-un3061	unplaced-scaffold	na	na	PDHV02003070.1	<>	na	Primary Assembly	1435	na
scaffold-un3062	unplaced-scaffold	na	na	PDHV02003071.1	<>	na	Primary Assembly	1435	na
scaffold-un3063	unplaced-scaffold	na	na	PDHV02003072.1	<>	na	Primary Assembly	1435	na
scaffold-un3064	unplaced-scaffold	na	na	PDHV02003073.1	<>	na	Primary Assembly	1435	na
scaffold-un3065	unplaced-scaffold	na	na	PDHV02003074.1	<>	na	Primary Assembly	1434	na
scaffold-un3066	unplaced-scaffold	na	na	PDHV02003075.1	<>	na	Primary Assembly	1434	na
scaffold-un3067	unplaced-scaffold	na	na	PDHV02003076.1	<>	na	Primary Assembly	1434	na
scaffold-un3068	unplaced-scaffold	na	na	PDHV02003077.1	<>	na	Primary Assembly	1433	na
scaffold-un3069	unplaced-scaffold	na	na	PDHV02003078.1	<>	na	Primary Assembly	1433	na
scaffold-un307	unplaced-scaffold	na	na	PDHV02000316.1	<>	na	Primary Assembly	16199	na
scaffold-un3070	unplaced-scaffold	na	na	PDHV02003079.1	<>	na	Primary Assembly	1433	na
scaffold-un3071	unplaced-scaffold	na	na	PDHV02003080.1	<>	na	Primary Assembly	1432	na
scaffold-un3072	unplaced-scaffold	na	na	PDHV02003081.1	<>	na	Primary Assembly	1432	na
scaffold-un3073	unplaced-scaffold	na	na	PDHV02003082.1	<>	na	Primary Assembly	1432	na
scaffold-un3074	unplaced-scaffold	na	na	PDHV02003083.1	<>	na	Primary Assembly	1432	na
scaffold-un3075	unplaced-scaffold	na	na	PDHV02003084.1	<>	na	Primary Assembly	1432	na
scaffold-un3076	unplaced-scaffold	na	na	PDHV02003085.1	<>	na	Primary Assembly	1431	na
scaffold-un3077	unplaced-scaffold	na	na	PDHV02003086.1	<>	na	Primary Assembly	1431	na
scaffold-un3078	unplaced-scaffold	na	na	PDHV02003087.1	<>	na	Primary Assembly	1431	na
scaffold-un3079	unplaced-scaffold	na	na	PDHV02003088.1	<>	na	Primary Assembly	1431	na
scaffold-un308	unplaced-scaffold	na	na	PDHV02000317.1	<>	na	Primary Assembly	16035	na
scaffold-un3080	unplaced-scaffold	na	na	PDHV02003089.1	<>	na	Primary Assembly	1431	na
scaffold-un3081	unplaced-scaffold	na	na	PDHV02003090.1	<>	na	Primary Assembly	1430	na
scaffold-un3082	unplaced-scaffold	na	na	PDHV02003091.1	<>	na	Primary Assembly	1430	na
scaffold-un3083	unplaced-scaffold	na	na	PDHV02003092.1	<>	na	Primary Assembly	1430	na
scaffold-un3084	unplaced-scaffold	na	na	PDHV02003093.1	<>	na	Primary Assembly	1430	na
scaffold-un3085	unplaced-scaffold	na	na	PDHV02003094.1	<>	na	Primary Assembly	1430	na
scaffold-un3086	unplaced-scaffold	na	na	PDHV02003095.1	<>	na	Primary Assembly	1430	na
scaffold-un3087	unplaced-scaffold	na	na	PDHV02003096.1	<>	na	Primary Assembly	1430	na
scaffold-un3088	unplaced-scaffold	na	na	PDHV02003097.1	<>	na	Primary Assembly	1429	na
scaffold-un3089	unplaced-scaffold	na	na	PDHV02003098.1	<>	na	Primary Assembly	1428	na
scaffold-un309	unplaced-scaffold	na	na	PDHV02000318.1	<>	na	Primary Assembly	16020	na
scaffold-un3090	unplaced-scaffold	na	na	PDHV02003099.1	<>	na	Primary Assembly	1428	na
scaffold-un3091	unplaced-scaffold	na	na	PDHV02003100.1	<>	na	Primary Assembly	1428	na
scaffold-un3092	unplaced-scaffold	na	na	PDHV02003101.1	<>	na	Primary Assembly	1428	na
scaffold-un3093	unplaced-scaffold	na	na	PDHV02003102.1	<>	na	Primary Assembly	1428	na
scaffold-un3094	unplaced-scaffold	na	na	PDHV02003103.1	<>	na	Primary Assembly	1428	na
scaffold-un3095	unplaced-scaffold	na	na	PDHV02003104.1	<>	na	Primary Assembly	1428	na
scaffold-un3096	unplaced-scaffold	na	na	PDHV02003105.1	<>	na	Primary Assembly	1427	na
scaffold-un3097	unplaced-scaffold	na	na	PDHV02003106.1	<>	na	Primary Assembly	1427	na
scaffold-un3098	unplaced-scaffold	na	na	PDHV02003107.1	<>	na	Primary Assembly	1427	na
scaffold-un3099	unplaced-scaffold	na	na	PDHV02003108.1	<>	na	Primary Assembly	1427	na
scaffold-un31	unplaced-scaffold	na	na	PDHV02000040.1	<>	na	Primary Assembly	211439	na
scaffold-un310	unplaced-scaffold	na	na	PDHV02000319.1	<>	na	Primary Assembly	15851	na
scaffold-un3100	unplaced-scaffold	na	na	PDHV02003109.1	<>	na	Primary Assembly	1426	na
scaffold-un3101	unplaced-scaffold	na	na	PDHV02003110.1	<>	na	Primary Assembly	1426	na
scaffold-un3102	unplaced-scaffold	na	na	PDHV02003111.1	<>	na	Primary Assembly	1426	na
scaffold-un3103	unplaced-scaffold	na	na	PDHV02003112.1	<>	na	Primary Assembly	1426	na
scaffold-un3104	unplaced-scaffold	na	na	PDHV02003113.1	<>	na	Primary Assembly	1426	na
scaffold-un3105	unplaced-scaffold	na	na	PDHV02003114.1	<>	na	Primary Assembly	1425	na
scaffold-un3106	unplaced-scaffold	na	na	PDHV02003115.1	<>	na	Primary Assembly	1425	na
scaffold-un3107	unplaced-scaffold	na	na	PDHV02003116.1	<>	na	Primary Assembly	1425	na
scaffold-un3108	unplaced-scaffold	na	na	PDHV02003117.1	<>	na	Primary Assembly	1425	na
scaffold-un3109	unplaced-scaffold	na	na	PDHV02003118.1	<>	na	Primary Assembly	1425	na
scaffold-un311	unplaced-scaffold	na	na	PDHV02000320.1	<>	na	Primary Assembly	15721	na
scaffold-un3110	unplaced-scaffold	na	na	PDHV02003119.1	<>	na	Primary Assembly	1424	na
scaffold-un3111	unplaced-scaffold	na	na	PDHV02003120.1	<>	na	Primary Assembly	1424	na
scaffold-un3112	unplaced-scaffold	na	na	PDHV02003121.1	<>	na	Primary Assembly	1424	na
scaffold-un3113	unplaced-scaffold	na	na	PDHV02003122.1	<>	na	Primary Assembly	1424	na
scaffold-un3114	unplaced-scaffold	na	na	PDHV02003123.1	<>	na	Primary Assembly	1424	na
scaffold-un3115	unplaced-scaffold	na	na	PDHV02003124.1	<>	na	Primary Assembly	1423	na
scaffold-un3116	unplaced-scaffold	na	na	PDHV02003125.1	<>	na	Primary Assembly	1423	na
scaffold-un3117	unplaced-scaffold	na	na	PDHV02003126.1	<>	na	Primary Assembly	1423	na
scaffold-un3118	unplaced-scaffold	na	na	PDHV02003127.1	<>	na	Primary Assembly	1423	na
scaffold-un3119	unplaced-scaffold	na	na	PDHV02003128.1	<>	na	Primary Assembly	1423	na
scaffold-un312	unplaced-scaffold	na	na	PDHV02000321.1	<>	na	Primary Assembly	15697	na
scaffold-un3120	unplaced-scaffold	na	na	PDHV02003129.1	<>	na	Primary Assembly	1423	na
scaffold-un3121	unplaced-scaffold	na	na	PDHV02003130.1	<>	na	Primary Assembly	1422	na
scaffold-un3122	unplaced-scaffold	na	na	PDHV02003131.1	<>	na	Primary Assembly	1422	na
scaffold-un3123	unplaced-scaffold	na	na	PDHV02003132.1	<>	na	Primary Assembly	1422	na
scaffold-un3124	unplaced-scaffold	na	na	PDHV02003133.1	<>	na	Primary Assembly	1422	na
scaffold-un3125	unplaced-scaffold	na	na	PDHV02003134.1	<>	na	Primary Assembly	1422	na
scaffold-un3126	unplaced-scaffold	na	na	PDHV02003135.1	<>	na	Primary Assembly	1422	na
scaffold-un3127	unplaced-scaffold	na	na	PDHV02003136.1	<>	na	Primary Assembly	1421	na
scaffold-un3128	unplaced-scaffold	na	na	PDHV02003137.1	<>	na	Primary Assembly	1421	na
scaffold-un3129	unplaced-scaffold	na	na	PDHV02003138.1	<>	na	Primary Assembly	1421	na
scaffold-un313	unplaced-scaffold	na	na	PDHV02000322.1	<>	na	Primary Assembly	15412	na
scaffold-un3130	unplaced-scaffold	na	na	PDHV02003139.1	<>	na	Primary Assembly	1421	na
scaffold-un3131	unplaced-scaffold	na	na	PDHV02003140.1	<>	na	Primary Assembly	1421	na
scaffold-un3132	unplaced-scaffold	na	na	PDHV02003141.1	<>	na	Primary Assembly	1420	na
scaffold-un3133	unplaced-scaffold	na	na	PDHV02003142.1	<>	na	Primary Assembly	1420	na
scaffold-un3134	unplaced-scaffold	na	na	PDHV02003143.1	<>	na	Primary Assembly	1420	na
scaffold-un3135	unplaced-scaffold	na	na	PDHV02003144.1	<>	na	Primary Assembly	1420	na
scaffold-un3136	unplaced-scaffold	na	na	PDHV02003145.1	<>	na	Primary Assembly	1420	na
scaffold-un3137	unplaced-scaffold	na	na	PDHV02003146.1	<>	na	Primary Assembly	1419	na
scaffold-un3138	unplaced-scaffold	na	na	PDHV02003147.1	<>	na	Primary Assembly	1419	na
scaffold-un3139	unplaced-scaffold	na	na	PDHV02003148.1	<>	na	Primary Assembly	1419	na
scaffold-un314	unplaced-scaffold	na	na	PDHV02000323.1	<>	na	Primary Assembly	15332	na
scaffold-un3140	unplaced-scaffold	na	na	PDHV02003149.1	<>	na	Primary Assembly	1419	na
scaffold-un3141	unplaced-scaffold	na	na	PDHV02003150.1	<>	na	Primary Assembly	1419	na
scaffold-un3142	unplaced-scaffold	na	na	PDHV02003151.1	<>	na	Primary Assembly	1419	na
scaffold-un3143	unplaced-scaffold	na	na	PDHV02003152.1	<>	na	Primary Assembly	1419	na
scaffold-un3144	unplaced-scaffold	na	na	PDHV02003153.1	<>	na	Primary Assembly	1419	na
scaffold-un3145	unplaced-scaffold	na	na	PDHV02003154.1	<>	na	Primary Assembly	1419	na
scaffold-un3146	unplaced-scaffold	na	na	PDHV02003155.1	<>	na	Primary Assembly	1419	na
scaffold-un3147	unplaced-scaffold	na	na	PDHV02003156.1	<>	na	Primary Assembly	1419	na
scaffold-un3148	unplaced-scaffold	na	na	PDHV02003157.1	<>	na	Primary Assembly	1418	na
scaffold-un3149	unplaced-scaffold	na	na	PDHV02003158.1	<>	na	Primary Assembly	1418	na
scaffold-un315	unplaced-scaffold	na	na	PDHV02000324.1	<>	na	Primary Assembly	15246	na
scaffold-un3150	unplaced-scaffold	na	na	PDHV02003159.1	<>	na	Primary Assembly	1418	na
scaffold-un3151	unplaced-scaffold	na	na	PDHV02003160.1	<>	na	Primary Assembly	1418	na
scaffold-un3152	unplaced-scaffold	na	na	PDHV02003161.1	<>	na	Primary Assembly	1417	na
scaffold-un3153	unplaced-scaffold	na	na	PDHV02003162.1	<>	na	Primary Assembly	1417	na
scaffold-un3154	unplaced-scaffold	na	na	PDHV02003163.1	<>	na	Primary Assembly	1417	na
scaffold-un3155	unplaced-scaffold	na	na	PDHV02003164.1	<>	na	Primary Assembly	1417	na
scaffold-un3156	unplaced-scaffold	na	na	PDHV02003165.1	<>	na	Primary Assembly	1417	na
